Replacement Yield by year
MSY=  235.712
Year ReplacYield Bsp Catch
1964 2.60596e-05 2764.51
1965 7.65072 2722.28
1966 68.7135 2558.4
1967 226.321 2322.27
1968 414.534 2167.22
1969 580.977 1961.56
1970 623.723 1989.92
1971 572.561 1962.21
1972 493.921 1920.52
1973 479.962 1592.43
1974 493.506 1390.14
1975 446.264 1350.49
1976 383.407 1295.55
1977 323.88 1077.03
1978 262.491 964.764
1979 207.655 846.836
1980 182.188 743.832
1981 241.991 747.907
1982 384.098 763.6
1983 472.22 808.51
1984 436.599 906.119
1985 369.012 955.413
1986 307.515 924.404
1987 233.948 844.561
1988 182.149 775.53
1989 152.713 623.871
1990 133.796 471.846
1991 118.119 469.428
1992 109.329 524.194
1993 101.157 541.779
1994 107.565 533.008
1995 122.226 525.613
1996 130.295 514.41
1997 133.137 512.317
1998 136.797 524.164
1999 140.535 547.934
2000 144.765 518.837
2001 156.494 496.747
2002 180.307 473.94
2003 189.709 488.714
2004 185.263 479.74
2005 171.844 481.828
2006 169.893 487.242
2007 182.33 511.225
2008 188.603 555.703
2009 171.19 605.336
2010 145.956 627.468
2011 128.481 620.998
2012 123.391 596.749
2013 122.966 568.802
2014 125.505 538.184
2015 141.357 530.874
2016 161.165 525.118
2017 163.38 524.241
2018 154.65 525.265
2019 160.709 520.09
2020 178.887 521.338
2021 184.616 562.752
2022 159.921 591.588
2023 138.172 588.01
