Variable, Year, value, ymin, ymax
Cur_B0,NA,0.273886,0.22695,0.320822
Cur_Bmsy,NA,0.831721,0.720989,0.942453
Cur_90,NA,1.16374,0.958772,1.3687
aveRY_90,NA,145.46,132.838,158.081
aveRY_last5,NA,165.578,145.566,185.59
R,1964,19.1953,17.1338,21.5048
SSB,1964,2844.03,2538.59,3186.22
Depletion,1964,1,1,1
B_Bmsy,1964,3.03674,NA,NA
Catch,1964,47.852,NA,NA
RY,1964,2.53112e-05,NA,NA
Catch_RY,1964,1.89055e+06,NA,NA
R,1965,19.1643,17.103,21.4741
SSB,1965,2801.79,2496.64,3144.24
Depletion,1965,0.985149,0.983476,0.986825
B_Bmsy,1965,2.99164,NA,NA
Catch,1965,193.2,NA,NA
RY,1965,7.53969,NA,NA
Catch_RY,1965,25.6244,NA,NA
R,1966,27.1144,21.0757,34.8832
SSB,1966,2637.87,2333.98,2981.33
Depletion,1966,0.927511,0.919398,0.935695
B_Bmsy,1966,2.81661,NA,NA
Catch,1966,334.627,NA,NA
RY,1966,64.6094,NA,NA
Catch_RY,1966,5.17923,NA,NA
R,1967,38.248,30.6142,47.7853
SSB,1967,2399.03,2105.49,2733.5
Depletion,1967,0.843531,0.829392,0.857911
B_Bmsy,1967,2.56159,NA,NA
Catch,1967,394.445,NA,NA
RY,1967,211.365,NA,NA
Catch_RY,1967,1.86618,NA,NA
R,1968,32.9724,25.9964,41.8204
SSB,1968,2235.73,1967.28,2540.8
Depletion,1968,0.786111,0.77495,0.797434
B_Bmsy,1968,2.38722,NA,NA
Catch,1968,630.392,NA,NA
RY,1968,387.85,NA,NA
Catch_RY,1968,1.62535,NA,NA
R,1969,38.2921,30.7152,47.738
SSB,1969,2016.66,1780.88,2283.65
Depletion,1969,0.709084,0.701523,0.716726
B_Bmsy,1969,2.15331,NA,NA
Catch,1969,526.657,NA,NA
RY,1969,547.128,NA,NA
Catch_RY,1969,0.962585,NA,NA
R,1970,28.2858,21.9521,36.4469
SSB,1970,2030.95,1823.6,2261.87
Depletion,1970,0.714109,0.718352,0.709891
B_Bmsy,1970,2.16856,NA,NA
Catch,1970,627.198,NA,NA
RY,1970,592.825,NA,NA
Catch_RY,1970,1.05798,NA,NA
R,1971,21.1567,15.9331,28.0928
SSB,1971,1992.44,1811.94,2190.92
Depletion,1971,0.70057,0.713759,0.687624
B_Bmsy,1971,2.12745,NA,NA
Catch,1971,595.215,NA,NA
RY,1971,550.398,NA,NA
Catch_RY,1971,1.08143,NA,NA
R,1972,27.8457,21.9868,35.2659
SSB,1972,1943.61,1779.97,2122.31
Depletion,1972,0.683401,0.701163,0.666088
B_Bmsy,1972,2.07531,NA,NA
Catch,1972,820.11,NA,NA
RY,1972,475.961,NA,NA
Catch_RY,1972,1.72306,NA,NA
R,1973,27.5466,21.86,34.7126
SSB,1973,1611.18,1452.48,1787.22
Depletion,1973,0.566513,0.572161,0.56092
B_Bmsy,1973,1.72035,NA,NA
Catch,1973,667.965,NA,NA
RY,1973,461.016,NA,NA
Catch_RY,1973,1.4489,NA,NA
R,1974,22.678,17.7236,29.0174
SSB,1974,1406.56,1253.55,1578.24
Depletion,1974,0.494566,0.493799,0.495334
B_Bmsy,1974,1.50187,NA,NA
Catch,1974,514.558,NA,NA
RY,1974,475.2,NA,NA
Catch_RY,1974,1.08282,NA,NA
R,1975,18.5131,14.3486,23.8862
SSB,1975,1365.7,1225.92,1521.42
Depletion,1975,0.480198,0.482914,0.477499
B_Bmsy,1975,1.45824,NA,NA
Catch,1975,488.208,NA,NA
RY,1975,431.931,NA,NA
Catch_RY,1975,1.13029,NA,NA
R,1976,18.4975,14.4504,23.678
SSB,1976,1309.76,1186.78,1445.48
Depletion,1976,0.460528,0.467495,0.453665
B_Bmsy,1976,1.39851,NA,NA
Catch,1976,601.045,NA,NA
RY,1976,371.356,NA,NA
Catch_RY,1976,1.61852,NA,NA
R,1977,11.7071,8.59435,15.9472
SSB,1977,1090.18,980.84,1211.71
Depletion,1977,0.383321,0.386372,0.380295
B_Bmsy,1977,1.16405,NA,NA
Catch,1977,431.483,NA,NA
RY,1977,313.255,NA,NA
Catch_RY,1977,1.37742,NA,NA
R,1978,10.0958,7.15745,14.2404
SSB,1978,976.393,871.881,1093.43
Depletion,1978,0.343313,0.343451,0.343176
B_Bmsy,1978,1.04255,NA,NA
Catch,1978,379.39,NA,NA
RY,1978,253.32,NA,NA
Catch_RY,1978,1.49767,NA,NA
R,1979,9.57272,6.61834,13.8459
SSB,1979,855.736,747.669,979.424
Depletion,1979,0.300889,0.294521,0.307394
B_Bmsy,1979,0.913721,NA,NA
Catch,1979,310.175,NA,NA
