Replacement Yield by year
MSY=  287.291
Year ReplacYield Bsp Catch
1964 2.44602e-05 2881.77
1965 8.17965 2839.79
1966 70.7674 2677.42
1967 228.102 2445.44
1968 406.377 2298.08
1969 561.829 2097.37
1970 594.331 2125.67
1971 538.935 2090.61
1972 458.486 2033.38
1973 450.652 1690.32
1974 467.557 1480.84
1975 421.076 1436.19
1976 358.786 1373.06
1977 302.954 1146.51
1978 242.111 1026.18
1979 187.105 897.745
1980 162.88 782.428
1981 225.22 773.881
1982 367.753 786.248
1983 459.649 840.693
1984 422.579 948.5
1985 358.327 1001.48
1986 302.805 975.222
1987 234.321 901.664
1988 182.133 839.729
1989 151.921 695.13
1990 129.552 548.312
1991 112.25 545.616
1992 103.399 597.839
1993 96.7557 612.509
1994 102.159 602.249
1995 112.712 593.195
1996 117.917 577.324
1997 120.238 567.646
1998 127.056 571.331
1999 132.704 590.112
2000 137.03 558.634
2001 149.271 534.293
2002 177.012 511.293
2003 190.781 530.79
2004 183.84 530.331
2005 164.56 538.17
2006 156.279 543.014
2007 165.526 560.919
2008 181.485 597.064
2009 177.559 646.278
2010 157.772 678.658
2011 139.338 686.87
2012 128.499 676.457
2013 116.926 656.816
2014 110.748 624.221
2015 124.565 607.299
2016 147.474 591.596
2017 152.137 584.456
2018 137.485 580.638
2019 141.018 565.26
2020 174.508 555.174
2021 201.819 599.53
2022 190.331 634.671
2023 144.784 663.06
2024 135.551 640.183
