Replacement Yield by year
MSY=  263.665
Year ReplacYield Bsp Catch
1964 2.48945e-05 2846.22
1965 7.53912 2803.99
1966 64.4676 2640.06
1967 210.818 2401.11
1968 386.891 2237.49
1969 546.251 2018.05
1970 592.291 2032.36
1971 550.383 1994.52
1972 475.988 1946.77
1973 459.947 1615.28
1974 472.87 1410.92
1975 429.054 1369.41
1976 368.321 1311.95
1977 310.175 1090.45
1978 250.414 974.608
1979 195.019 851.798
1980 168.88 742.059
1981 223.92 738.753
1982 358.109 749.421
1983 451.3 794.042
1984 420.72 893.974
1985 359.631 944.761
1986 306.547 918.326
1987 238.629 846.47
1988 183.7 787.272
1989 149.982 641.724
1990 126.686 490.709
1991 111.315 485.08
1992 105.154 536.957
1993 100.057 553.317
1994 105.009 545.882
1995 115.459 539.227
1996 121.438 525.523
1997 124.096 518.813
1998 130.145 525.988
1999 136.219 547.738
2000 140.474 518.856
2001 150.699 497.157
2002 174.714 474.836
2003 187.121 491.964
2004 180.565 487.602
2005 162.918 492.061
2006 154.081 495.069
2007 161.041 510.845
2008 174.337 542.925
2009 170.892 585.769
2010 152.647 612.098
2011 134.171 615.377
2012 124.463 599.743
2013 116.68 575.863
2014 115.604 542.441
2015 135.35 529.337
2016 162.078 522.701
2017 166.625 527.974
2018 148.197 536.705
2019 142.731 531.058
2020 167.565 522.395
2021 188.87 560.944
2022 172.223 584.516
2023 129.338 596.377
2024 95.7761 558.782
2025 104.865 490.867
